PROGRAM_CODE,PROJ_NAME,SPECIES_NAME,RUN_NAME,BROOD_YEAR,STOCK_NAME,STOCK_PROD_AREA_CODE,STOCK_CU_INDEX,STOCK_CU_NAME,STOCK_TYPE_CODE,REARING_TYPE_CODE,FACILITY_NAME,RELEASE_SITE_NAME,REL_CU_INDEX,REL_CU_NAME,RELEASE_STAGE_NAME,MRP_TAGCODE,RELEASE_YEAR,START_DATE,END_DATE,AVE_WEIGHT,PURPOSE_CODE,TRANSFER,RELEASE_COMMENT,RowNum,TaggedClip,TaggedNum,ShedTagNum,NoTagClip,NoTagNum,NoTagPartMarkNum,UnmarkedNum,TotalRelease,Status,Joe's Comment
PIP,Whitehorse,Chinook,Spring,2013,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Smolt 0+,182874,2014,20140606,20140606,2.46,P,N,,1,AD,29618,604,,0,0,,30222,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2013,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Smolt 0+,183187,2014,20140606,20140606,2.72,P,N,,1,AD,68639,1400,,0,0,,70039,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2013,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Eyed Egg,NOCN1398,2014,201401,201401,,B,Y,,1,,0,0,,0,0,23542,23542,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2013,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Smolt 0+,183184,2014,20140601,20140601,2.15,P,N,,1,AD,6509,201,,0,0,2620,9330,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2013,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Smolt 0+,183185,2014,20140606,20140606,2.46,P,N,,1,AD,14883,150,,0,0,,15033,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2014,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,184064,2015,20150603,20150603,2.24,P,N,,1,AD,29920,302,,0,0,,30222,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2014,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,183186,2015,20150608,20150608,2.5,P,N,,1,AD,14949,151,,0,0,,15100,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2014,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184065,2015,20150603,20150603,2.35,P,N,,1,AD,80198,1604,,0,0,,81802,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2014,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,183996,2015,20150531,20150531,2.08,P,N,3828 too small for tagging so just clipped.,1,AD,9991,204,AD,4032,0,,14227,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2014,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,183997,2015,20150603,20150603,2.36,P,N,,1,AD,8980,91,,0,0,,9071,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2014,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,183998,2015,20150603,20150603,2.35,P,N,,1,AD,9743,98,,0,0,,9841,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Smolt 0+,183890,2016,20160607,20160607,2.82,P,N,,1,AD,33239,336,,0,0,,33575,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Smolt 0+,184590,2016,20160607,20160607,2.43,P,N,,1,AD,43820,1355,,0,0,,45175,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Smolt 0+,184591,2016,20160607,20160607,2.43,P,N,,1,AD,35896,733,,0,0,,36629,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Smolt 0+,183868,2016,20160529,20160529,2.21,P,N,,1,AD,7273,808,,0,0,,8081,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Smolt 0+,183869,2016,20160529,20160529,2.34,P,N,,1,AD,3949,439,,0,0,,4388,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Smolt 0+,AD1543,2016,20160529,20160529,2.21,P,N,,1,,0,0,AD,1898,0,,1898,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Smolt 0+,184491,2016,20160607,20160607,2.41,P,N,,1,AD,5723,117,,0,0,,5840,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2015,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Smolt 0+,184492,2016,20160607,20160607,2.54,P,N,,1,AD,5694,116,,0,0,,5810,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,182583,2017,20170607,20170607,2.81,P,N,,1,AD,9236,93,,0,0,,9329,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,184588,2017,20170607,20170607,2.8,P,N,Note that this CWT # was also used for release of 414 into Wolf Cr.,1,AD,20130,203,,0,0,,20333,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184592,2017,20170607,20170607,2.81,P,N," BSR states smolt 0+, changed to FF because of fish weight <4g",1,AD,41929,1476,,0,0,,43405,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184593,2017,20170607,20170607,2.81,P,N," BSR states smolt 0+, changed to FF because of fish weight <4g",1,AD,42961,434,,0,0,,43395,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,180779,2017,20170528,20170528,2.65,P,N,"Fish too small to tag were clipped.BSR says smolt 0+,changed to FF (<4g)",1,AD,5224,108,,0,0,,5332,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,180780,2017,20170528,20170528,2.65,P,N,"Fish too small to tag were clipped. BSR states smolt 0+,changed to FF (wt <4g)",1,AD,4688,96,,0,0,,4784,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,AD1640,2017,20170528,20170528,,P,N," BSR states smolt 0+, changed to FF because of fish weight <4g",1,,0,0,AD,4020,0,,4020,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,AD1641,2017,20170528,20170528,2.65,P,N,"Note, these fish were tagged w/18-45-88 CWT (belonging to M'Clintock R releases.",1,,0,0,AD,414,0,,414,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,180877,2017,20170607,20170607,2.67,P,N," BSR states smolt 0+, changed to FF because of fish weight <4g",1,AD,4680,17,,0,0,,4697,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2016,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,184789,2017,20170607,20170607,2.67,P,N,2020-01-10: MT correction to toss loss % and AdCWT  and shed release #.,1,AD,9269,208,,0,0,,9477,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
